city|city_ascii|state_id|state_name|county_fips|county_name|lat|lon|population|density|source|military|incorporated|timezone|ranking|id
Parma|Parma|MO|Missouri|29143|New Madrid|36.6117|-89.8189|616|372|shape|FALSE|TRUE|America/Chicago|3|1840009941
Sharon Springs|Sharon Springs|NY|New York|36095|Schoharie|42.7930|-74.6128|616|130|shape|FALSE|TRUE|America/New_York|3|1840004487
Leary|Leary|TX|Texas|48037|Bowie|33.4690|-94.2190|616|182|shape|FALSE|TRUE|America/Chicago|3|1840020609
Mermentau|Mermentau|LA|Louisiana|22001|Acadia|30.1874|-92.5840|616|111|shape|FALSE|TRUE|America/Chicago|3|1840018241
Killona|Killona|LA|Louisiana|22089|St. Charles|29.9985|-90.4851|616|298|shape|FALSE|FALSE|America/Chicago|3|1840013979
Newton Grove|Newton Grove|NC|North Carolina|37163|Sampson|35.2522|-78.3552|616|77|shape|FALSE|TRUE|America/New_York|3|1840016435
Sherman|Sherman|MS|Mississippi|28115|Pontotoc|34.3611|-88.8387|616|136|shape|FALSE|TRUE|America/Chicago|3|1840017951
Clayton|Clayton|OK|Oklahoma|40127|Pushmataha|34.5856|-95.3561|616|141|shape|FALSE|TRUE|America/Chicago|3|1840022834
Shipman|Shipman|IL|Illinois|17117|Macoupin|39.1203|-90.0452|616|180|shape|FALSE|TRUE|America/Chicago|3|1840010650
Cedro|Cedro|NM|New Mexico|35001|Bernalillo|35.0180|-106.3508|616|44|shape|FALSE|FALSE|America/Denver|3|1840024970
Reno Beach|Reno Beach|OH|Ohio|39095|Lucas|41.6607|-83.2659|615|191|shape|FALSE|FALSE|America/New_York|3|1840092822
Fultonville|Fultonville|NY|New York|36057|Montgomery|42.9463|-74.3704|615|497|shape|FALSE|TRUE|America/New_York|3|1840004403
Luthersville|Luthersville|GA|Georgia|13199|Meriwether|33.2096|-84.7442|615|75|shape|FALSE|TRUE|America/New_York|3|1840015748
Lakehead|Lakehead|CA|California|06089|Shasta|40.9007|-122.3924|615|50|shape|FALSE|FALSE|America/Los_Angeles|3|1840028161
West City|West City|IL|Illinois|17055|Franklin|37.9962|-88.9470|615|147|shape|FALSE|TRUE|America/Chicago|3|1840012958
Roche Harbor|Roche Harbor|WA|Washington|53055|San Juan|48.6079|-123.1347|615|59|shape|FALSE|FALSE|America/Los_Angeles|3|1840120741
Milton|Milton|KY|Kentucky|21223|Trimble|38.7113|-85.3734|615|160|shape|FALSE|TRUE|America/New_York|3|1840014276
Wheatley|Wheatley|AR|Arkansas|05123|St. Francis|34.9212|-91.1063|615|77|shape|FALSE|TRUE|America/Chicago|3|1840015494
Sedley|Sedley|VA|Virginia|51175|Southampton|36.7753|-76.9862|615|70|shape|FALSE|FALSE|America/New_York|3|1840026906
Pownal Center|Pownal Center|VT|Vermont|50003|Bennington|42.7977|-73.2214|614|152|shape|FALSE|FALSE|America/New_York|3|1840115243
Amboy|Amboy|MN|Minnesota|27013|Blue Earth|43.8880|-94.1584|614|504.5|shape|FALSE|TRUE|America/Chicago|3|1840006795
Melbourne|Melbourne|KY|Kentucky|21037|Campbell|39.0319|-84.3707|614|283|shape|FALSE|TRUE|America/New_York|3|1840015168
