city|city_ascii|state_id|state_name|county_fips|county_name|lat|lon|population|density|source|military|incorporated|timezone|ranking|id
Hungerford|Hungerford|TX|Texas|48481|Wharton|29.4040|-96.0837|88|18|shape|FALSE|FALSE|America/Chicago|3|1840018271
Vernonburg|Vernonburg|GA|Georgia|13051|Chatham|31.9637|-81.1259|88|84|shape|FALSE|TRUE|America/New_York|3|1840017031
Blodgett Landing|Blodgett Landing|NH|New Hampshire|33013|Merrimack|43.3757|-72.0392|88|30.4|shape|FALSE|FALSE|America/New_York|3|1840026152
Maverick Mountain|Maverick Mountain|MT|Montana|30001|Beaverhead|45.4182|-113.1109|88|18|shape|FALSE|FALSE|America/Denver|3|1840148752
La Grande|La Grande|WA|Washington|53053|Pierce|46.8199|-122.2962|88|7|shape|FALSE|FALSE|America/Los_Angeles|3|1840023834
Silver Gate|Silver Gate|MT|Montana|30067|Park|45.0198|-109.9829|88|7|shape|FALSE|FALSE|America/Denver|3|1840023887
Furnace Creek|Furnace Creek|CA|California|06027|Inyo|36.4277|-116.8747|88|0.0|shape|FALSE|FALSE|America/Los_Angeles|3|1840028343
El Dara|El Dara|IL|Illinois|17149|Pike|39.6227|-90.9917|88|33|shape|FALSE|TRUE|America/Chicago|3|1840012533
Long Barn|Long Barn|CA|California|06109|Tuolumne|38.0957|-120.1285|88|11|shape|FALSE|FALSE|America/Los_Angeles|3|1840024691
Smithville|Smithville|OK|Oklahoma|40089|McCurtain|34.4689|-94.6461|88|31|shape|FALSE|TRUE|America/Chicago|3|1840022853
Garrison|Garrison|MT|Montana|30077|Powell|46.5259|-112.8205|88|3|shape|FALSE|FALSE|America/Denver|3|1840017353
Proctor|Proctor|TX|Texas|48093|Comanche|31.9867|-98.4304|87|82|shape|FALSE|FALSE|America/Chicago|3|1840036314
Ozan|Ozan|AR|Arkansas|05057|Hempstead|33.8480|-93.7203|87|78.9|shape|FALSE|TRUE|America/Chicago|3|1840016763
Reubens|Reubens|ID|Idaho|16061|Lewis|46.3229|-116.5429|87|66.7|shape|FALSE|TRUE|America/Los_Angeles|3|1840019901
Wingate|Wingate|TX|Texas|48399|Runnels|32.0455|-100.1040|87|15|shape|FALSE|FALSE|America/Chicago|3|1840112603
Orin|Orin|WY|Wyoming|56009|Converse|42.6505|-105.1826|87|32|shape|FALSE|FALSE|America/Denver|3|1840026161
Cokedale|Cokedale|CO|Colorado|08071|Las Animas|37.1444|-104.6216|87|187.4|shape|FALSE|TRUE|America/Denver|3|1840022545
Vivian|Vivian|SD|South Dakota|46085|Lyman|43.9273|-100.3011|87|19|shape|FALSE|FALSE|America/Chicago|3|1840006796
Opal|Opal|WY|Wyoming|56023|Lincoln|41.7680|-110.3242|87|85|shape|FALSE|TRUE|America/Denver|3|1840022362
New Bavaria|New Bavaria|OH|Ohio|39069|Henry|41.2037|-84.1674|87|117.8|shape|FALSE|TRUE|America/New_York|3|1840011610
Toco|Toco|TX|Texas|48277|Lamar|33.6539|-95.6492|87|79.1|shape|FALSE|TRUE|America/Chicago|3|1840021971
Blandville|Blandville|KY|Kentucky|21007|Ballard|36.9441|-88.9646|87|88.2|shape|FALSE|TRUE|America/Chicago|3|1840013261
Wiota|Wiota|IA|Iowa|19029|Cass|41.4007|-94.8872|87|128.6|shape|FALSE|TRUE|America/Chicago|3|1840010266
Sanford|Sanford|VA|Virginia|51001|Accomack|37.9299|-75.6620|87|11|shape|FALSE|FALSE|America/New_York|3|1840024743
Mooresville|Mooresville|AL|Alabama|01083|Limestone|34.6257|-86.8802|87|78.0|shape|FALSE|TRUE|America/Chicago|3|1840016510
Whitharral|Whitharral|TX|Texas|48219|Hockley|33.7391|-102.3278|87|30|shape|FALSE|FALSE|America/Chicago|3|1840036612
Downey|Downey|IA|Iowa|19031|Cedar|41.6120|-91.3472|87|49|shape|FALSE|FALSE|America/Chicago|3|1840003340
North Westminster|North Westminster|VT|Vermont|50025|Windham|43.1219|-72.4554|87|70|shape|FALSE|FALSE|America/New_York|3|1840037484
West Chester|West Chester|IA|Iowa|19183|Washington|41.3400|-91.8169|87|164.0|shape|FALSE|TRUE|America/Chicago|3|1840010257
Crows Nest|Crows Nest|IN|Indiana|18097|Marion|39.8566|-86.1691|87|78|shape|FALSE|TRUE|America/Indiana/Indianapolis|3|1840009531
Baileyville|Baileyville|PA|Pennsylvania|42027|Centre|40.7110|-77.9924|87|27|shape|FALSE|FALSE|America/New_York|3|1840025531
Climbing Hill|Climbing Hill|IA|Iowa|19193|Woodbury|42.3394|-96.0811|86|25|shape|FALSE|FALSE|America/Chicago|3|1840026201
Salesville|Salesville|OH|Ohio|39059|Guernsey|39.9742|-81.3365|86|188.6|shape|FALSE|FALSE|America/New_York|3|1840012357
Lake City|Lake City|CA|California|06049|Modoc|41.6460|-120.2255|86|5|shape|FALSE|FALSE|America/Los_Angeles|3|1840024122
Hickory Valley|Hickory Valley|TN|Tennessee|47069|Hardeman|35.1550|-89.1260|86|102.7|shape|FALSE|TRUE|America/Chicago|3|1840015449
Twin Lakes|Twin Lakes|OK|Oklahoma|40083|Logan|35.8679|-97.6653|86|84|shape|FALSE|FALSE|America/Chicago|3|1840096531
Pompeys Pillar|Pompeys Pillar|MT|Montana|30111|Yellowstone|45.9906|-107.9504|86|51.8|shape|FALSE|FALSE|America/Denver|3|1840032663
Hibernia|Hibernia|NJ|New Jersey|34027|Morris|40.9423|-74.5011|86|15|shape|FALSE|FALSE|America/New_York|3|1840033297
Fowler|Fowler|IL|Illinois|17001|Adams|40.0088|-91.2578|86|98.5|shape|FALSE|FALSE|America/Chicago|3|1840051223
Lake Henry|Lake Henry|MN|Minnesota|27145|Stearns|45.4620|-94.7965|86|150.2|shape|FALSE|TRUE|America/Chicago|3|1840007785
St. Clement|St. Clement|MO|Missouri|29163|Pike|39.2829|-91.2098|86|64.8|shape|FALSE|FALSE|America/Chicago|3|1840026644
Bingham|Bingham|IL|Illinois|17051|Fayette|39.1122|-89.2137|86|119.1|shape|FALSE|TRUE|America/Chicago|3|1840012733
Weeksville|Weeksville|MT|Montana|30089|Sanders|47.5309|-115.0083|86|11|shape|FALSE|FALSE|America/Denver|3|1840023777
Montpelier|Montpelier|ND|North Dakota|38093|Stutsman|46.6987|-98.5884|86|52.1|shape|FALSE|TRUE|America/Chicago|3|1840000156
Maple City|Maple City|MI|Michigan|26089|Leelanau|44.8556|-85.8573|86|76|shape|FALSE|FALSE|America/Detroit|3|1840025200
Stafford|Stafford|OH|Ohio|39111|Monroe|39.7124|-81.2766|86|88.9|shape|FALSE|TRUE|America/New_York|3|1840012524
Free Union|Free Union|VA|Virginia|51003|Albemarle|38.1539|-78.5594|86|16|shape|FALSE|FALSE|America/New_York|3|1840026775
Montaqua|Montaqua|MT|Montana|30009|Carbon|45.5072|-108.9087|86|23|shape|FALSE|FALSE|America/Denver|3|1840078050
