city|city_ascii|state_id|state_name|county_fips|county_name|lat|lon|population|density|source|military|incorporated|timezone|ranking|id
Troy|Troy|MT|Montana|30053|Lincoln|48.4614|-115.8909|972|443|shape|FALSE|TRUE|America/Denver|3|1840021050
Lakeview|Lakeview|AR|Arkansas|05005|Baxter|36.3739|-92.5387|972|360|shape|FALSE|TRUE|America/Chicago|3|1840014454
Brunswick|Brunswick|MO|Missouri|29041|Chariton|39.4256|-93.1266|972|312|shape|FALSE|TRUE|America/Chicago|3|1840007322
Clarkton|Clarkton|NC|North Carolina|37017|Bladen|34.4891|-78.6559|972|301|shape|FALSE|TRUE|America/New_York|3|1840016561
Pound|Pound|VA|Virginia|51195|Wise|37.1260|-82.6071|972|144|shape|FALSE|TRUE|America/New_York|3|1840006483
Utica|Utica|IN|Indiana|18019|Clark|38.3380|-85.6559|971|315|shape|FALSE|TRUE|America/New_York|3|1840010787
Pleasantville|Pleasantville|OH|Ohio|39045|Fairfield|39.8098|-82.5223|971|928.1|shape|FALSE|TRUE|America/New_York|3|1840012470
Liberty|Liberty|UT|Utah|49057|Weber|41.3426|-111.8649|971|64|shape|FALSE|FALSE|America/Denver|3|1840037164
Sykesville|Sykesville|PA|Pennsylvania|42065|Jefferson|41.0475|-78.8185|971|236|shape|FALSE|TRUE|America/New_York|3|1840003474
Sabana|Sabana|PR|Puerto Rico|72145|Vega Baja|18.4643|-66.3517|971|1462.8|shape|FALSE|FALSE|America/Puerto_Rico|3|1630035565
Poplar|Poplar|MT|Montana|30085|Roosevelt|48.1105|-105.1969|971|724.6|shape|FALSE|TRUE|America/Denver|3|1840019775
Lower Brule|Lower Brule|SD|South Dakota|46085|Lyman|44.0742|-99.5838|971|331.5|shape|FALSE|FALSE|America/Chicago|3|1840004142
Caldwell|Caldwell|KS|Kansas|20191|Sumner|37.0350|-97.6089|971|350|shape|FALSE|TRUE|America/Chicago|3|1840001702
New Philadelphia|New Philadelphia|PA|Pennsylvania|42107|Schuylkill|40.7178|-76.1167|971|249|shape|FALSE|TRUE|America/New_York|3|1840002768
Dollar Bay|Dollar Bay|MI|Michigan|26061|Houghton|47.1272|-88.5091|971|95|shape|FALSE|FALSE|America/Detroit|3|1840026078
Dickeyville|Dickeyville|WI|Wisconsin|55043|Grant|42.6246|-90.5914|971|371|shape|FALSE|TRUE|America/Chicago|3|1840002975
Copan|Copan|OK|Oklahoma|40147|Washington|36.9004|-95.9253|970|355|shape|FALSE|TRUE|America/Chicago|3|1840022603
Klamath|Klamath|CA|California|06015|Del Norte|41.5442|-124.0245|970|21|shape|FALSE|FALSE|America/Los_Angeles|3|1840017480
Oaktown|Oaktown|IN|Indiana|18083|Knox|38.8717|-87.4412|970|410.2|shape|FALSE|TRUE|America/Indiana/Vincennes|3|1840009733
Spearville|Spearville|KS|Kansas|20057|Ford|37.8481|-99.7548|970|596|shape|FALSE|TRUE|America/Chicago|3|1840009868
