city|city_ascii|state_id|state_name|county_fips|county_name|lat|lon|population|density|source|military|incorporated|timezone|ranking|id
Lawrenceville|Lawrenceville|GA|Georgia|13135|Gwinnett|33.9523|-83.9932|30125|853|shape|FALSE|TRUE|America/New_York|3|1840014745
San Lorenzo|San Lorenzo|CA|California|06001|Alameda|37.6733|-122.1332|30117|3817|shape|FALSE|FALSE|America/Los_Angeles|2|1840018912
Burlingame|Burlingame|CA|California|06081|San Mateo|37.5859|-122.3667|30071|2642|shape|FALSE|TRUE|America/Los_Angeles|2|1840018925
Fitchburg|Fitchburg|WI|Wisconsin|55025|Dane|42.9859|-89.4255|30032|332|shape|FALSE|TRUE|America/Chicago|3|1840002905
Madison Heights|Madison Heights|MI|Michigan|26125|Oakland|42.5073|-83.1034|30000|1634|shape|FALSE|TRUE|America/Detroit|3|1840002449
Kahului|Kahului|HI|Hawaii|15009|Maui|20.8715|-156.4603|29993|804|shape|FALSE|FALSE|Pacific/Honolulu|3|1840023232
New Bern|New Bern|NC|North Carolina|37049|Craven|35.0955|-77.0723|29985|407|shape|FALSE|TRUE|America/New_York|3|1840014591
North Chicago|North Chicago|IL|Illinois|17097|Lake|42.3172|-87.8595|29967|1447|shape|FALSE|TRUE|America/Chicago|3|1840008086
Morristown|Morristown|TN|Tennessee|47063|Hamblen|36.2043|-83.3001|29887|417|shape|FALSE|TRUE|America/New_York|3|1840014467
East Niles|East Niles|CA|California|06029|Kern|35.3683|-118.9225|29885|2114|shape|FALSE|FALSE|America/Los_Angeles|2|1840150304
Chamblee|Chamblee|GA|Georgia|13089|DeKalb|33.8842|-84.3007|29874|1499|shape|FALSE|TRUE|America/New_York|3|1840014775
Texarkana|Texarkana|AR|Arkansas|05091|Miller|33.4360|-93.9959|29864|274|shape|FALSE|TRUE|America/Chicago|3|1840015708
Greenville|Greenville|MS|Mississippi|28151|Washington|33.3850|-91.0514|29854|428|shape|FALSE|TRUE|America/Chicago|3|1840013759
Oceanside|Oceanside|NY|New York|36059|Nassau|40.6328|-73.6364|29850|2337|shape|FALSE|FALSE|America/New_York|2|1840005246
Cornelius|Cornelius|NC|North Carolina|37119|Mecklenburg|35.4724|-80.8813|29836|911|shape|FALSE|TRUE|America/New_York|3|1840016352
Eastern Goleta Valley|Eastern Goleta Valley|CA|California|06083|Santa Barbara|34.4448|-119.7879|29823|693|shape|FALSE|FALSE|America/Los_Angeles|3|1840153163
Walnut|Walnut|CA|California|06037|Los Angeles|34.0334|-117.8593|29764|1278|shape|FALSE|TRUE|America/Los_Angeles|3|1840021875
Sanford|Sanford|NC|North Carolina|37105|Lee|35.4875|-79.1770|29758|392|shape|FALSE|TRUE|America/New_York|3|1840015421
East Lake-Orient Park|East Lake-Orient Park|FL|Florida|12057|Hillsborough|27.9970|-82.3653|29750|719|shape|FALSE|TRUE|America/New_York|3|1840073826
Kent|Kent|OH|Ohio|39133|Portage|41.1490|-81.3610|29698|1243|shape|FALSE|TRUE|America/New_York|3|1840008256
Rahway|Rahway|NJ|New Jersey|34039|Union|40.6077|-74.2807|29691|2942|shape|FALSE|TRUE|America/New_York|2|1840001091
Westfield|Westfield|NJ|New Jersey|34039|Union|40.6516|-74.3432|29690|1704|shape|FALSE|TRUE|America/New_York|3|1840001096
Middle River|Middle River|MD|Maryland|24005|Baltimore|39.3436|-76.4253|29665|897|shape|FALSE|FALSE|America/New_York|3|1840005682
San Carlos|San Carlos|CA|California|06081|San Mateo|37.4982|-122.2677|29647|2115|shape|FALSE|TRUE|America/Los_Angeles|2|1840021550
Carney|Carney|MD|Maryland|24005|Baltimore|39.4050|-76.5235|29624|1632|shape|FALSE|FALSE|America/New_York|3|1840005678
Chicago Heights|Chicago Heights|IL|Illinois|17031|Cook|41.5100|-87.6345|29598|1111|shape|FALSE|TRUE|America/Chicago|3|1840007024
Highland Park|Highland Park|IL|Illinois|17097|Lake|42.1823|-87.8104|29596|933|shape|FALSE|TRUE|America/Chicago|3|1840006973
Duluth|Duluth|GA|Georgia|13135|Gwinnett|34.0053|-84.1492|29538|1115|shape|FALSE|TRUE|America/New_York|3|1840013675
O'Fallon|O'Fallon|IL|Illinois|17163|St. Clair|38.5974|-89.9148|29487|731|shape|FALSE|TRUE|America/Chicago|3|1840008632
Crofton|Crofton|MD|Maryland|24003|Anne Arundel|39.0144|-76.6800|29482|1721|shape|FALSE|FALSE|America/New_York|3|1840005909
Austintown|Austintown|OH|Ohio|39099|Mahoning|41.0932|-80.7405|29467|979|shape|FALSE|FALSE|America/New_York|3|1840005185
Canton|Canton|GA|Georgia|13057|Cherokee|34.2467|-84.4897|29459|621|shape|FALSE|TRUE|America/New_York|3|1840014703
Suisun City|Suisun City|CA|California|06095|Solano|38.2473|-122.0091|29459|2839|shape|FALSE|TRUE|America/Los_Angeles|2|1840028115
Seguin|Seguin|TX|Texas|48187|Guadalupe|29.5891|-97.9676|29458|297|shape|FALSE|TRUE|America/Chicago|3|1840022214
East Palo Alto|East Palo Alto|CA|California|06081|San Mateo|37.4671|-122.1352|29448|4497|shape|FALSE|TRUE|America/Los_Angeles|2|1840020301
Stockbridge|Stockbridge|GA|Georgia|13151|Henry|33.5254|-84.2295|29446|829|shape|FALSE|TRUE|America/New_York|3|1840015707
Oak Park|Oak Park|MI|Michigan|26125|Oakland|42.4649|-83.1824|29446|2208|shape|FALSE|TRUE|America/Detroit|2|1840002424
Pasadena|Pasadena|MD|Maryland|24003|Anne Arundel|39.1552|-76.5537|29432|761|shape|FALSE|FALSE|America/New_York|3|1840005914
Maryville|Maryville|TN|Tennessee|47009|Blount|35.7468|-83.9789|29325|656|shape|FALSE|TRUE|America/New_York|3|1840015380
Eagle Pass|Eagle Pass|TX|Texas|48323|Maverick|28.7125|-100.4840|29307|1201|shape|FALSE|TRUE|America/Matamoros|3|1840019690
Fortuna Foothills|Fortuna Foothills|AZ|Arizona|04027|Yuma|32.6616|-114.3974|29297|282|shape|FALSE|FALSE|America/Phoenix|3|1840027989
Jamestown|Jamestown|NY|New York|36013|Chautauqua|42.0976|-79.2367|29290|1270|shape|FALSE|TRUE|America/New_York|3|1840000446
Desert Hot Springs|Desert Hot Springs|CA|California|06065|Riverside|33.9550|-116.5429|29280|373|shape|FALSE|TRUE|America/Los_Angeles|3|1840019306
Carlsbad|Carlsbad|NM|New Mexico|35015|Eddy|32.4010|-104.2388|29278|358|shape|FALSE|TRUE|America/Denver|3|1840019444
Central|Central|LA|Louisiana|22033|East Baton Rouge|30.5593|-91.0369|29235|181|shape|FALSE|TRUE|America/Chicago|3|1840023139
Laplace|Laplace|LA|Louisiana|22095|St. John the Baptist|30.0731|-90.4758|29232|540|shape|FALSE|FALSE|America/Chicago|3|1840013968
Russellville|Russellville|AR|Arkansas|05115|Pope|35.2762|-93.1383|29227|398|shape|FALSE|TRUE|America/Chicago|3|1840014541
Port Chester|Port Chester|NY|New York|36119|Westchester|41.0051|-73.6680|29210|4844|shape|FALSE|TRUE|America/New_York|2|1840004941
Niles|Niles|IL|Illinois|17031|Cook|42.0278|-87.8099|29198|1927|shape|FALSE|TRUE|America/Chicago|3|1840011301
Raytown|Raytown|MO|Missouri|29095|Jackson|38.9944|-94.4641|29176|1134|shape|FALSE|TRUE|America/Chicago|3|1840009681
Southgate|Southgate|MI|Michigan|26163|Wayne|42.2047|-83.2057|29129|1635|shape|FALSE|TRUE|America/Detroit|3|1840003964
Oak Ridge|Oak Ridge|TN|Tennessee|47001|Anderson|35.9639|-84.2938|29124|131|shape|FALSE|TRUE|America/New_York|3|1840014473
Fuquay-Varina|Fuquay-Varina|NC|North Carolina|37183|Wake|35.5953|-78.7778|29110|638|shape|FALSE|TRUE|America/New_York|3|1840016197
SeaTac|SeaTac|WA|Washington|53033|King|47.4444|-122.2986|29102|1116|shape|FALSE|TRUE|America/Los_Angeles|3|1840021116
Rexburg|Rexburg|ID|Idaho|16065|Madison|43.8226|-111.7919|29064|1116|shape|FALSE|TRUE|America/Boise|3|1840020037
New Iberia|New Iberia|LA|Louisiana|22045|Iberia|30.0049|-91.8202|28965|1003|shape|FALSE|TRUE|America/Chicago|3|1840015053
Ridgecrest|Ridgecrest|CA|California|06029|Kern|35.6308|-117.6622|28905|534|shape|FALSE|TRUE|America/Los_Angeles|3|1840020417
Mehlville|Mehlville|MO|Missouri|29189|St. Louis|38.5018|-90.3149|28824|1489|shape|FALSE|FALSE|America/Chicago|3|1840006120
Paragould|Paragould|AR|Arkansas|05055|Greene|36.0555|-90.5149|28821|349|shape|FALSE|TRUE|America/Chicago|3|1840014474
Bella Vista|Bella Vista|AR|Arkansas|05007|Benton|36.4667|-94.2707|28819|245|shape|FALSE|TRUE|America/Chicago|3|1840015287
Summerlin South|Summerlin South|NV|Nevada|32003|Clark|36.1242|-115.3324|28716|1144|shape|FALSE|TRUE|America/Los_Angeles|3|1840074790
Forest Hills|Forest Hills|MI|Michigan|26081|Kent|42.9577|-85.4895|28690|224|shape|FALSE|FALSE|America/Detroit|3|1840004304
Shirley|Shirley|NY|New York|36103|Suffolk|40.7936|-72.8748|28640|977|shape|FALSE|FALSE|America/New_York|3|1840005097
