city|city_ascii|state_id|state_name|county_fips|county_name|lat|lon|population|density|source|military|incorporated|timezone|ranking|id
Lybrook|Lybrook|NM|New Mexico|35039|Rio Arriba|36.2290|-107.5549|322|32|shape|FALSE|FALSE|America/Denver|3|1840082456
Blairsville|Blairsville|IL|Illinois|17199|Williamson|37.8107|-89.1239|322|123|shape|FALSE|FALSE|America/Chicago|3|1840150609
Kukuihaele|Kukuihaele|HI|Hawaii|15001|Hawaii|20.1195|-155.5654|322|72|shape|FALSE|FALSE|Pacific/Honolulu|3|1840029512
Jamestown|Jamestown|WA|Washington|53009|Clallam|48.1229|-123.0911|322|213|shape|FALSE|FALSE|America/Los_Angeles|3|1840037668
Juda|Juda|WI|Wisconsin|55045|Green|42.5900|-89.5092|322|237.1|shape|FALSE|FALSE|America/Chicago|3|1840025473
Salem Heights|Salem Heights|OH|Ohio|39029|Columbiana|40.9031|-80.8871|322|186|shape|FALSE|FALSE|America/New_York|3|1840153070
Kampsville|Kampsville|IL|Illinois|17013|Calhoun|39.2971|-90.6127|321|121|shape|FALSE|TRUE|America/Chicago|3|1840012685
Milton|Milton|IN|Indiana|18177|Wayne|39.7862|-85.1562|321|544.7|shape|FALSE|TRUE|America/Indiana/Indianapolis|3|1840009496
Agra|Agra|OK|Oklahoma|40081|Lincoln|35.8950|-96.8703|321|315|shape|FALSE|TRUE|America/Chicago|3|1840021710
Ralston|Ralston|OK|Oklahoma|40117|Pawnee|36.5035|-96.7373|321|268|shape|FALSE|TRUE|America/Chicago|3|1840021656
Davy|Davy|WV|West Virginia|54047|McDowell|37.4759|-81.6475|321|97|shape|FALSE|TRUE|America/New_York|3|1840006425
New Douglas|New Douglas|IL|Illinois|17119|Madison|38.9697|-89.6665|321|118|shape|FALSE|TRUE|America/Chicago|3|1840012802
Garland|Garland|NE|Nebraska|31159|Seward|40.9446|-96.9855|321|270.3|shape|FALSE|TRUE|America/Chicago|3|1840011840
Creighton|Creighton|MO|Missouri|29037|Cass|38.4966|-94.0721|321|521.4|shape|FALSE|TRUE|America/Chicago|3|1840007461
