city|city_ascii|state_id|state_name|county_fips|county_name|lat|lon|population|density|source|military|incorporated|timezone|ranking|id
Holland|Holland|TX|Texas|48027|Bell|30.8835|-97.4025|1574|369|shape|FALSE|TRUE|America/Chicago|3|1840022157
Baden|Baden|MD|Maryland|24033|Prince George's|38.6720|-76.7428|1574|22|shape|FALSE|FALSE|America/New_York|3|1840024540
Cornersville|Cornersville|TN|Tennessee|47117|Marshall|35.3634|-86.8584|1574|109|shape|FALSE|TRUE|America/Chicago|3|1840016307
Taft|Taft|FL|Florida|12095|Orange|28.4283|-81.3677|1573|617|shape|FALSE|FALSE|America/New_York|3|1840014086
Pierz|Pierz|MN|Minnesota|27097|Morrison|45.9772|-94.1008|1573|440|shape|FALSE|TRUE|America/Chicago|3|1840008864
Holiday Valley|Holiday Valley|OH|Ohio|39023|Clark|39.8536|-83.9620|1573|333|shape|FALSE|FALSE|America/New_York|3|1840034145
Lexington|Lexington|MS|Mississippi|28051|Holmes|33.1163|-90.0498|1573|251|shape|FALSE|TRUE|America/Chicago|3|1840014845
Roanoke|Roanoke|IN|Indiana|18069|Huntington|40.9640|-85.3761|1572|504|shape|FALSE|TRUE|America/Indiana/Indianapolis|3|1840010340
Soap Lake|Soap Lake|WA|Washington|53025|Grant|47.3914|-119.4893|1572|394|shape|FALSE|TRUE|America/Los_Angeles|3|1840021102
Ivanhoe|Ivanhoe|TX|Texas|48457|Tyler|30.6799|-94.4154|1572|190|shape|FALSE|TRUE|America/Chicago|4|1840037787
Lincoln Park|Lincoln Park|PA|Pennsylvania|42011|Berks|40.3147|-75.9886|1572|2242.0|shape|FALSE|FALSE|America/New_York|2|1840035063
Cardington|Cardington|OH|Ohio|39117|Morrow|40.4980|-82.8937|1571|302|shape|FALSE|TRUE|America/New_York|3|1840010387
Aragon|Aragon|GA|Georgia|13233|Polk|34.0458|-85.0570|1571|557|shape|FALSE|TRUE|America/New_York|3|1840013684
Random Lake|Random Lake|WI|Wisconsin|55117|Sheboygan|43.5541|-87.9548|1571|426|shape|FALSE|TRUE|America/Chicago|3|1840002627
Napavine|Napavine|WA|Washington|53041|Lewis|46.5843|-122.9007|1571|209|shape|FALSE|TRUE|America/Los_Angeles|3|1840019884
Loma|Loma|CO|Colorado|08077|Mesa|39.2075|-108.8050|1571|55|shape|FALSE|FALSE|America/Denver|3|1840026665
