city|city_ascii|state_id|state_name|county_fips|county_name|lat|lon|population|density|source|military|incorporated|timezone|ranking|id
Lamberton|Lamberton|MN|Minnesota|27127|Redwood|44.2306|-95.2676|831|419|shape|FALSE|TRUE|America/Chicago|3|1840007873
Shoreham|Shoreham|MI|Michigan|26021|Berrien|42.0604|-86.5115|831|547|shape|FALSE|TRUE|America/Detroit|3|1840011229
Hardin|Hardin|IL|Illinois|17013|Calhoun|39.1591|-90.6248|831|150|shape|FALSE|TRUE|America/Chicago|3|1840012684
Tilghman Island|Tilghman Island|MD|Maryland|24041|Talbot|38.7008|-76.3353|831|133|shape|FALSE|FALSE|America/New_York|3|1840031488
Pearl City|Pearl City|IL|Illinois|17177|Stephenson|42.2668|-89.8271|831|500|shape|FALSE|TRUE|America/Chicago|3|1840011118
Libertytown|Libertytown|MD|Maryland|24021|Frederick|39.4859|-77.2482|831|133|shape|FALSE|FALSE|America/New_York|3|1840024452
Ridgway|Ridgway|IL|Illinois|17059|Gallatin|37.7979|-88.2606|831|364|shape|FALSE|TRUE|America/Chicago|3|1840012970
Annville|Annville|KY|Kentucky|21109|Jackson|37.3254|-83.9621|831|40|shape|FALSE|FALSE|America/New_York|3|1840013236
Stafford|Stafford|KS|Kansas|20185|Stafford|37.9624|-98.5995|830|350|shape|FALSE|TRUE|America/Chicago|3|1840009830
Shalimar|Shalimar|FL|Florida|12091|Okaloosa|30.4435|-86.5830|830|918.0|shape|FALSE|TRUE|America/Chicago|3|1840018212
Empire City|Empire City|OK|Oklahoma|40137|Stephens|34.4803|-98.0552|830|34|shape|FALSE|TRUE|America/Chicago|3|1840021887
Hanna|Hanna|WY|Wyoming|56007|Carbon|41.8697|-106.5597|830|156|shape|FALSE|TRUE|America/Denver|3|1840021314
Lakeville|Lakeville|CT|Connecticut|09005|Litchfield|41.9595|-73.4485|830|83|shape|FALSE|FALSE|America/New_York|3|1840026222
Rhine|Rhine|GA|Georgia|13091|Dodge|31.9891|-83.2000|830|102|shape|FALSE|TRUE|America/New_York|3|1840018116
Cardwell|Cardwell|MO|Missouri|29069|Dunklin|36.0475|-90.2909|830|508|shape|FALSE|TRUE|America/Chicago|3|1840007664
Whiting|Whiting|IA|Iowa|19133|Monona|42.1272|-96.1507|829|314|shape|FALSE|TRUE|America/Chicago|3|1840010133
Grand Junction|Grand Junction|IA|Iowa|19073|Greene|42.0330|-94.2369|829|330|shape|FALSE|TRUE|America/Chicago|3|1840008121
Elberfeld|Elberfeld|IN|Indiana|18173|Warrick|38.1617|-87.4482|829|588.6|shape|FALSE|TRUE|America/Chicago|3|1840010820
New Holland|New Holland|OH|Ohio|39129|Pickaway|39.5544|-83.2595|829|163|shape|FALSE|TRUE|America/New_York|3|1840012555
Oil City|Oil City|LA|Louisiana|22017|Caddo|32.7454|-93.9758|829|179|shape|FALSE|TRUE|America/Chicago|3|1840016933
Axtell|Axtell|NE|Nebraska|31099|Kearney|40.4798|-99.1292|829|689|shape|FALSE|TRUE|America/Chicago|3|1840012065
Autaugaville|Autaugaville|AL|Alabama|01001|Autauga|32.4320|-86.6578|829|40|shape|FALSE|TRUE|America/Chicago|3|1840015797
Lilly|Lilly|PA|Pennsylvania|42021|Cambria|40.4244|-78.6202|829|613|shape|FALSE|TRUE|America/New_York|3|1840001117
Screven|Screven|GA|Georgia|13305|Wayne|31.4840|-82.0171|829|148|shape|FALSE|TRUE|America/New_York|3|1840015857
Sheffield|Sheffield|IL|Illinois|17011|Bureau|41.3580|-89.7391|828|273|shape|FALSE|TRUE|America/Chicago|3|1840011582
Eden|Eden|UT|Utah|49057|Weber|41.3022|-111.8085|828|76|shape|FALSE|FALSE|America/Denver|3|1840024158
Tesuque|Tesuque|NM|New Mexico|35049|Santa Fe|35.7487|-105.9209|828|56|shape|FALSE|FALSE|America/Denver|3|1840019104
Seven Mile|Seven Mile|OH|Ohio|39017|Butler|39.4858|-84.5523|828|442|shape|FALSE|TRUE|America/New_York|3|1840012609
Auburn|Auburn|NJ|New Jersey|34033|Salem|39.6969|-75.3561|828|75|shape|FALSE|FALSE|America/New_York|3|1840033219
Bloomsdale|Bloomsdale|MO|Missouri|29186|Ste. Genevieve|38.0146|-90.2213|828|196|shape|FALSE|TRUE|America/Chicago|3|1840007544
Whitecone|Whitecone|AZ|Arizona|04017|Navajo|35.6037|-110.0791|828|7|shape|FALSE|TRUE|America/Denver|4|1840027881
Brecon|Brecon|OH|Ohio|39061|Hamilton|39.2798|-84.3531|828|486|shape|FALSE|FALSE|America/New_York|3|1840024514
Blue Ridge|Blue Ridge|TX|Texas|48085|Collin|33.2978|-96.3978|828|286|shape|FALSE|TRUE|America/Chicago|3|1840019398
Coldwater|Coldwater|KS|Kansas|20033|Comanche|37.2582|-99.3378|828|124|shape|FALSE|TRUE|America/Chicago|3|1840007624
Osmond|Osmond|WY|Wyoming|56023|Lincoln|42.6777|-110.9408|828|100|shape|FALSE|FALSE|America/Denver|3|1840024048
South Coffeyville|South Coffeyville|OK|Oklahoma|40105|Nowata|36.9921|-95.6219|828|433|shape|FALSE|TRUE|America/Chicago|3|1840022594
Ossineke|Ossineke|MI|Michigan|26007|Alpena|44.9072|-83.4287|828|87|shape|FALSE|FALSE|America/Detroit|3|1840006574
Cloudcroft|Cloudcroft|NM|New Mexico|35035|Otero|32.9532|-105.7326|828|195|shape|FALSE|TRUE|America/Denver|3|1840023001
Ashton|Ashton|IL|Illinois|17103|Lee|41.8682|-89.2225|827|476|shape|FALSE|TRUE|America/Chicago|3|1840011426
Avery|Avery|TX|Texas|48387|Red River|33.5521|-94.7803|827|336|shape|FALSE|TRUE|America/Chicago|3|1840020570
Rockford|Rockford|IA|Iowa|19067|Floyd|43.0524|-92.9477|827|512|shape|FALSE|TRUE|America/Chicago|3|1840009061
Mayville|Mayville|MI|Michigan|26157|Tuscola|43.3363|-83.3520|827|296|shape|FALSE|TRUE|America/Detroit|3|1840010973
Maricao|Maricao|PR|Puerto Rico|72093|Maricao|18.1838|-66.9810|827|191.8|shape|FALSE|FALSE|America/Puerto_Rico|3|1630023678
Oxford|Oxford|MD|Maryland|24041|Talbot|38.6850|-76.1702|827|568|shape|FALSE|TRUE|America/New_York|3|1840006090
Rock Island|Rock Island|OK|Oklahoma|40079|Le Flore|35.1831|-94.4811|827|26|shape|FALSE|TRUE|America/Chicago|3|1840021796
Arlington Heights|Arlington Heights|OH|Ohio|39061|Hamilton|39.2154|-84.4556|827|1175.9|shape|FALSE|TRUE|America/New_York|3|1840003811
White Oak|White Oak|MS|Mississippi|28143|Tunica|34.6438|-90.3495|827|691|shape|FALSE|FALSE|America/Chicago|3|1840025842
South Weldon|South Weldon|NC|North Carolina|37083|Halifax|36.4135|-77.6024|827|733|shape|FALSE|FALSE|America/New_York|3|1840013310
Sugar Grove|Sugar Grove|VA|Virginia|51173|Smyth|36.7689|-81.4075|827|109|shape|FALSE|FALSE|America/New_York|3|1840006513
Riceboro|Riceboro|GA|Georgia|13179|Liberty|31.7264|-81.4438|826|28|shape|FALSE|TRUE|America/New_York|3|1840014930
Pringle|Pringle|PA|Pennsylvania|42079|Luzerne|41.2774|-75.9012|826|693|shape|FALSE|TRUE|America/New_York|3|1840000768
Slaughter|Slaughter|LA|Louisiana|22037|East Feliciana|30.7219|-91.1393|826|58|shape|FALSE|TRUE|America/Chicago|3|1840018213
Nevada|Nevada|OH|Ohio|39175|Wyandot|40.8188|-83.1312|826|310|shape|FALSE|TRUE|America/New_York|3|1840011888
Manilla|Manilla|IA|Iowa|19047|Crawford|41.8926|-95.2345|826|299|shape|FALSE|TRUE|America/Chicago|3|1840009164
Osceola|Osceola|NE|Nebraska|31143|Polk|41.1781|-97.5498|826|345|shape|FALSE|TRUE|America/Chicago|3|1840009312
