city|city_ascii|state_id|state_name|county_fips|county_name|lat|lon|population|density|source|military|incorporated|timezone|ranking|id
Miami Heights|Miami Heights|OH|Ohio|39061|Hamilton|39.1676|-84.7152|4439|446|shape|FALSE|FALSE|America/New_York|3|1840034233
Seven Lakes|Seven Lakes|NC|North Carolina|37125|Moore|35.2647|-79.5865|4438|204|shape|FALSE|FALSE|America/New_York|3|1840013443
Armona|Armona|CA|California|06031|Kings|36.3166|-119.7054|4437|834|shape|FALSE|FALSE|America/Los_Angeles|3|1840017716
Belton|Belton|SC|South Carolina|45007|Anderson|34.5237|-82.4938|4436|453|shape|FALSE|TRUE|America/New_York|3|1840013582
Falfurrias|Falfurrias|TX|Texas|48047|Brooks|27.2243|-98.1452|4435|598|shape|FALSE|TRUE|America/Chicago|3|1840021014
Newport|Newport|SC|South Carolina|45091|York|34.9833|-81.0992|4432|212|shape|FALSE|FALSE|America/New_York|3|1840013520
Lenwood|Lenwood|CA|California|06071|San Bernardino|34.8861|-117.1078|4431|822|shape|FALSE|FALSE|America/Los_Angeles|3|1840017804
Springville|Springville|AL|Alabama|01115|St. Clair|33.7643|-86.4742|4430|177|shape|FALSE|TRUE|America/Chicago|3|1840015642
Dilworth|Dilworth|MN|Minnesota|27027|Clay|46.8795|-96.6985|4430|532|shape|FALSE|TRUE|America/Chicago|3|1840006637
Church Point|Church Point|LA|Louisiana|22001|Acadia|30.4037|-92.2145|4429|590|shape|FALSE|TRUE|America/Chicago|3|1840017200
Pendleton|Pendleton|IN|Indiana|18095|Madison|40.0066|-85.7711|4429|127|shape|FALSE|TRUE|America/Indiana/Indianapolis|4|1840014100
McSwain|McSwain|CA|California|06047|Merced|37.3145|-120.5868|4429|283|shape|FALSE|TRUE|America/Los_Angeles|3|1840038303
Indian Mountain Lake|Indian Mountain Lake|PA|Pennsylvania|42089|Monroe|41.0003|-75.5058|4427|268|shape|FALSE|FALSE|America/New_York|3|1840035026
Fruit Hill|Fruit Hill|OH|Ohio|39061|Hamilton|39.0699|-84.3670|4426|1341|shape|FALSE|FALSE|America/New_York|3|1840034265
Spurgeon|Spurgeon|TN|Tennessee|47179|Washington|36.4430|-82.4621|4426|418|shape|FALSE|FALSE|America/New_York|3|1840013334
Perryville|Perryville|MD|Maryland|24015|Cecil|39.5737|-76.0668|4424|575|shape|FALSE|TRUE|America/New_York|3|1840005640
Windom|Windom|MN|Minnesota|27033|Cottonwood|43.8736|-95.1201|4423|417|shape|FALSE|TRUE|America/Chicago|3|1840010032
Hearne|Hearne|TX|Texas|48395|Robertson|30.8770|-96.5956|4421|414|shape|FALSE|TRUE|America/Chicago|3|1840020850
Valdese|Valdese|NC|North Carolina|37023|Burke|35.7566|-81.5634|4420|217|shape|FALSE|TRUE|America/New_York|3|1840016234
Park Layne|Park Layne|OH|Ohio|39023|Clark|39.8881|-84.0394|4420|1165|shape|FALSE|FALSE|America/New_York|3|1840034392
Winnfield|Winnfield|LA|Louisiana|22127|Winn|31.9240|-92.6425|4418|468|shape|FALSE|TRUE|America/Chicago|3|1840015837
Jenkintown|Jenkintown|PA|Pennsylvania|42091|Montgomery|40.0962|-75.1296|4418|2948|shape|FALSE|TRUE|America/New_York|2|1840003702
Treasure Lake|Treasure Lake|PA|Pennsylvania|42033|Clearfield|41.1677|-78.7187|4418|135|shape|FALSE|FALSE|America/New_York|3|1840005151
Cramerton|Cramerton|NC|North Carolina|37071|Gaston|35.2343|-81.0734|4417|442|shape|FALSE|TRUE|America/New_York|3|1840016395
Mount Hermon|Mount Hermon|VA|Virginia|51143|Pittsylvania|36.6716|-79.4202|4417|303|shape|FALSE|FALSE|America/New_York|3|1840026888
Algood|Algood|TN|Tennessee|47141|Putnam|36.2000|-85.4468|4416|416|shape|FALSE|TRUE|America/Chicago|3|1840015317
Jessup|Jessup|PA|Pennsylvania|42069|Lackawanna|41.4622|-75.5478|4415|253|shape|FALSE|TRUE|America/New_York|3|1840003383
Ashdown|Ashdown|AR|Arkansas|05081|Little River|33.6746|-94.1265|4415|238|shape|FALSE|TRUE|America/Chicago|3|1840013711
Georgetown|Georgetown|OH|Ohio|39015|Brown|38.8684|-83.8992|4414|411|shape|FALSE|TRUE|America/New_York|3|1840012719
St. James|St. James|MN|Minnesota|27165|Watonwan|43.9833|-94.6249|4414|730|shape|FALSE|TRUE|America/Chicago|3|1840008994
West Jefferson|West Jefferson|OH|Ohio|39097|Madison|39.9475|-83.3076|4413|172|shape|FALSE|TRUE|America/New_York|3|1840012420
Rogersville|Rogersville|TN|Tennessee|47073|Hawkins|36.4081|-83.0043|4412|453|shape|FALSE|TRUE|America/New_York|3|1840017699
California|California|MO|Missouri|29135|Moniteau|38.6303|-92.5670|4411|440|shape|FALSE|TRUE|America/Chicago|3|1840007435
Running Springs|Running Springs|CA|California|06071|San Bernardino|34.2104|-117.1147|4410|405|shape|FALSE|FALSE|America/Los_Angeles|3|1840019112
Esperance|Esperance|WA|Washington|53061|Snohomish|47.7937|-122.3469|4410|2351|shape|FALSE|FALSE|America/Los_Angeles|2|1840037867
Pinetop-Lakeside|Pinetop-Lakeside|AZ|Arizona|04017|Navajo|34.1486|-109.9657|4409|152|shape|FALSE|TRUE|America/Phoenix|3|1840022571
Clearlake Riviera|Clearlake Riviera|CA|California|06033|Lake|38.9513|-122.7208|4408|321|shape|FALSE|TRUE|America/Los_Angeles|3|1840075664
Crestline|Crestline|OH|Ohio|39033|Crawford|40.7836|-82.7458|4408|540|shape|FALSE|TRUE|America/New_York|3|1840007171
Larksville|Larksville|PA|Pennsylvania|42079|Luzerne|41.2639|-75.9327|4408|362|shape|FALSE|TRUE|America/New_York|3|1840000758
Dundee|Dundee|MI|Michigan|26115|Monroe|41.9642|-83.6636|4405|324|shape|FALSE|TRUE|America/Detroit|3|1840013156
Mount Orab|Mount Orab|OH|Ohio|39015|Brown|39.0293|-83.9267|4403|175|shape|FALSE|TRUE|America/New_York|3|1840012724
Hurstbourne|Hurstbourne|KY|Kentucky|21111|Jefferson|38.2379|-85.5891|4402|943|shape|FALSE|TRUE|America/New_York|3|1840014308
