city|city_ascii|state_id|state_name|county_fips|county_name|lat|lon|population|density|source|military|incorporated|timezone|ranking|id
Dripping Springs|Dripping Springs|OK|Oklahoma|40041|Delaware|36.1709|-94.6852|54|14|shape|FALSE|FALSE|America/Chicago|3|1840034632
Fellows|Fellows|CA|California|06029|Kern|35.1780|-119.5472|54|29|shape|FALSE|FALSE|America/Los_Angeles|3|1840017816
Erwin|Erwin|SD|South Dakota|46077|Kingsbury|44.4880|-97.4409|54|43|shape|FALSE|TRUE|America/Chicago|3|1840002416
Perryville|Perryville|AK|Alaska|02164|Lake and Peninsula|55.9315|-159.1559|54|2.5|shape|FALSE|FALSE|America/Anchorage|3|1840023290
Newport|Newport|NE|Nebraska|31149|Rock|42.6002|-99.3283|54|78.3|shape|FALSE|TRUE|America/Chicago|3|1840011077
Rampart|Rampart|AK|Alaska|02290|Yukon-Koyukuk|65.4087|-149.9915|54|0.0|shape|FALSE|FALSE|America/Anchorage|3|1840023438
Copper Hill|Copper Hill|AZ|Arizona|04007|Gila|33.4379|-110.7516|54|2|shape|FALSE|FALSE|America/Phoenix|3|1840027973
Larke|Larke|PA|Pennsylvania|42013|Blair|40.4250|-78.2086|54|26.8|shape|FALSE|FALSE|America/New_York|3|1840100049
Magnet|Magnet|NE|Nebraska|31027|Cedar|42.4561|-97.4692|53|79.9|shape|FALSE|TRUE|America/Chicago|3|1840011073
Sardis|Sardis|KY|Kentucky|21161|Mason|38.5348|-83.9573|53|20|shape|FALSE|TRUE|America/New_York|3|1840015181
Leith|Leith|ND|North Dakota|38037|Grant|46.3626|-101.6385|53|16|shape|FALSE|TRUE|America/Denver|3|1840000203
Bowman|Bowman|AR|Arkansas|05031|Craighead|35.8194|-90.4964|53|13|shape|FALSE|FALSE|America/Chicago|3|1840142749
Pollock|Pollock|MO|Missouri|29211|Sullivan|40.3583|-93.0834|53|39.8|shape|FALSE|TRUE|America/Chicago|3|1840012241
Dawson|Dawson|ND|North Dakota|38043|Kidder|46.8679|-99.7536|53|51.1|shape|FALSE|TRUE|America/Chicago|3|1840000149
