time|latitude|longitude|depth|mag|magType|nst|gap|dmin|rms|net|id|updated|type|horizontalError|depthError|magError|magNst|status|locationSource|magSource
2022-06-19T15:29:58.410Z|19.2023334503174|-155.390838623047|32.2200012207031|1.89999998|md|43|159||0.109999999|hv|hv73048802|2022-06-19T15:33:08.620Z|earthquake|0.55|0.600000024|1.62|22|automatic|hv|hv
2022-06-19T15:28:15.360Z|43.1688333|-110.8525|2.13|1.5|ml|8|323|0.3|0.22|mb|mb80549259|2022-06-19T16:18:29.120Z|earthquake|4.74|10.46|0.204|6|reviewed|mb|mb
2022-06-19T15:20:04.840Z|38.7946663|-122.7681656|2.41|0.7|md|10|82|0.01551|0.01|nc|nc73747601|2022-06-19T17:05:22.435Z|earthquake|0.32|0.96|0.15|2|automatic|nc|nc
2022-06-19T15:14:53.099Z|60.5731|-151.7926|72.1|1.1|ml||||0.35|ak|ak0227tedm59|2022-06-19T15:18:03.260Z|earthquake||0.7|||automatic|ak|ak
2022-06-19T15:13:15.260Z|36.878|-121.6145|8.08|0.69|md|16|69|0.01918|0.06|nc|nc73747596|2022-06-21T22:26:14.789Z|earthquake|0.28|0.44|0.199|13|reviewed|nc|nc
2022-06-19T15:09:44.960Z|35.5091667|-117.4055|9.03|0.97|ml|18|66|0.03695|0.09|ci|ci40287288|2022-06-22T14:35:18.477Z|earthquake|0.2|0.41|0.135|4|reviewed|ci|ci
2022-06-19T14:52:54.292Z|37.6431|-115.3935|0|1.1|ml|6|181.53|0.36|0.1601|nn|nn00841208|2022-06-23T22:45:11.736Z|earthquake||0|0.44|3|reviewed|nn|nn
2022-06-19T14:49:02.141Z|67.153|-143.1958|2.7|2.6|ml||||0.69|ak|ak0227tdzkqh|2022-06-19T16:07:21.040Z|earthquake||0.3|||automatic|ak|ak
2022-06-19T14:48:06.660Z|38.125|-118.9273|12.8|0.8|ml|5|323.09|0.355|0.0702|nn|nn00841489|2022-06-22T23:52:32.260Z|earthquake||18.6|0|1|reviewed|nn|nn
2022-06-19T14:43:47.340Z|34.018|-118.3445|3.31|0.82|ml|25|55|0.03091|0.26|ci|ci40287272|2022-06-22T14:31:37.281Z|earthquake|0.31|0.52|0.207|8|reviewed|ci|ci
