time|latitude|longitude|depth|mag|magType|nst|gap|dmin|rms|net|id|updated|type|horizontalError|depthError|magError|magNst|status|locationSource|magSource
2022-06-11T06:07:27.627Z|58.9036|-150.54|26|1.9|ml||||0.69|ak|ak0227g0odt5|2022-06-11T14:15:16.115Z|earthquake||1.7|||reviewed|ak|ak
2022-06-11T06:01:59.508Z|39.0363|-119.7076|9.9|1.3|ml|10|54.55|0.099|0.0902|nn|nn00840773|2022-06-16T22:27:59.675Z|earthquake||1.9|0.34|7|reviewed|nn|nn
2022-06-11T05:50:46.119Z|35.2645|-97.78433333|8.22|1.22|ml|38|40|0.03509311353|0.23|ok|ok2022lipo|2022-06-13T14:12:32.877Z|earthquake||0.7|0.13|4|reviewed|ok|ok
2022-06-11T05:46:33.656Z|56.1485|113.45|10|4.3|mb||83|7.316|0.48|us|us7000hgnz|2022-06-26T07:42:13.040Z|earthquake|6.3|1.9|0.129|17|reviewed|us|us
2022-06-11T05:32:27.750Z|18.0205|-66.682|12.88|2.05|md|4|277||0.09|pr|pr71353468|2022-06-11T06:56:58.310Z|earthquake|1.33|0.62|0.0370428856008425|3|reviewed|pr|pr
2022-06-11T05:32:17.890Z|37.5415|-118.8778333|6.15|1.77|md|22|148|0.06201|0.03|nc|nc73743886|2022-06-11T19:10:13.456Z|earthquake|0.31|0.71|0.105|20|reviewed|nc|nc
2022-06-11T05:30:23.150Z|19.1765003204346|-155.497161865234|34.5400009155273|2.02|ml|36|88||0.119999997|hv|hv73040732|2022-06-11T05:35:53.700Z|earthquake|0.53|0.790000021|5.16|5|automatic|hv|hv
2022-06-11T05:21:55.910Z|48.4075|-122.30466666666666|11.07|1.3|ml|25|45|0.06857|0.23|uw|uw61850371|2022-06-13T02:54:57.330Z|earthquake|0.39|1.33|0.11834432356077507|3|reviewed|uw|uw
2022-06-11T05:08:09.212Z|36.7442|-116.2901|7.9|-0.5|ml|11|181.94|0.051|0.0794|nn|nn00841123|2022-06-18T00:23:29.349Z|earthquake||1.4|1.09|6|reviewed|nn|nn
2022-06-11T05:02:59.202Z|62.8552|-143.2963|0|0.9|ml||||0.91|ak|ak0227g01y0t|2022-06-11T05:05:23.206Z|earthquake||0.5|||automatic|ak|ak
2022-06-11T05:00:21.630Z|19.1504993438721|-155.492492675781|33.9000015258789|1.86000001|md|39|153||0.159999996|hv|hv73040702|2022-06-11T05:03:35.990Z|earthquake|0.86|1.11000001|1.84000003|10|automatic|hv|hv
2022-06-11T04:58:37.590Z|38.8223343|-122.8014984|3.12|0.84|md|6|131|0.006782|0.01|nc|nc73743881|2022-06-11T06:51:12.964Z|earthquake|0.82|2.56||1|automatic|nc|nc
2022-06-11T04:49:59.029Z|36.6174|-115.9554|9.9|-0.4|ml|6|301.32|0.114|0.0664|nn|nn00841118|2022-06-18T00:08:02.535Z|earthquake||5|0.26|3|reviewed|nn|nn
2022-06-11T04:46:57.620Z|31.71365358|-104.0198834|6.362939453|2.1|ml|13|75|0.1814115606|0.2|tx|tx2022linl|2022-06-20T22:59:25.233Z|earthquake|0.9787972484000002|2.233369722|0.2|9|reviewed|tx|tx
2022-06-11T04:46:39.739Z|-23.2801|168.5545|10|4.9|mb||115|1.218|0.91|us|us7000hgnn|2022-06-11T05:03:00.040Z|earthquake|8.4|1.9|0.156|15|reviewed|us|us
