time|latitude|longitude|depth|mag|magType|nst|gap|dmin|rms|net|id|updated|type|horizontalError|depthError|magError|magNst|status|locationSource|magSource
2022-06-25T12:02:50.970Z|19.167667388916|-155.465667724609|32.3800010681152|2.00999999|md|36|101||0.129999995|hv|hv73055072|2022-06-25T12:06:00.730Z|earthquake|0.59|0.860000014|1.63999999|6|automatic|hv|hv
2022-06-25T11:54:04.511Z|-22.4639|171.632|23.37|5|mb||67|3.872|1.14|us|us7000hk67|2022-06-25T12:15:40.040Z|earthquake|5.8|5.1|0.058|94|reviewed|us|us
2022-06-25T11:51:28.000Z|37.6315|-118.8711667|0.28|0.41|md|10|126|0.01409|0.04|nc|nc73750831|2022-06-25T18:40:10.644Z|earthquake|0.43|0.38|0.255|8|reviewed|nc|nc
2022-06-25T11:50:51.570Z|17.975|-66.8241666666667|15.35|2.3|md|15|164||0.12|pr|pr71355898|2022-06-25T12:18:49.570Z|earthquake|0.37|0.63|0.149859893918646|8|reviewed|pr|pr
2022-06-25T11:49:32.602Z|63.5476|-147.7557|2.7|1|ml||||0.25|ak|ak022839ff64|2022-06-25T11:51:23.675Z|earthquake||0.6|||automatic|ak|ak
2022-06-25T11:47:49.315Z|38.1093|-118.2352|0.1|0.7|ml|9|194.17|0.255|0.2435|nn|nn00841713|2022-06-25T11:52:33.345Z|earthquake||0|0.31|6|automatic|nn|nn
2022-06-25T11:46:22.981Z|60.4747|-150.5425|1.9|1.5|ml||||0.7|ak|ak022839era2|2022-06-25T11:48:27.644Z|earthquake||0.3|||automatic|ak|ak
2022-06-25T11:40:23.530Z|37.6478333|-118.8956667|-2.31|-0.35|md|9|150|0.003556|0.1|nc|nc73750826|2022-06-25T18:29:18.679Z|earthquake|0.52|0.47|0.299|7|reviewed|nc|nc
2022-06-25T11:37:18.200Z|33.0873333|-115.5841667|7.82|1.42|ml|20|72|0.03386|0.17|ci|ci40291184|2022-06-26T18:43:57.647Z|earthquake|0.26|0.38|0.228|6|reviewed|ci|ci
2022-06-25T11:34:59.490Z|37.6508333|-118.8998333|-1.55|1.46|md|12|154|0.006197|0.11|nc|nc73750821|2022-06-25T20:44:10.382Z|earthquake|0.43|0.27|0.137|6|reviewed|nc|nc
2022-06-25T11:25:26.629Z|59.2489|-150.9852|8.3|2.3|ml||||1.04|ak|ak022839a9iu|2022-06-25T11:27:55.608Z|earthquake||0.2|||automatic|ak|ak
2022-06-25T11:21:52.342Z|64.9505|-149.2232|14.6|0.6|ml||||0.87|ak|ak0228399gmm|2022-06-25T11:24:28.108Z|earthquake||0.4|||automatic|ak|ak
2022-06-25T11:19:32.720Z|34.0085|-116.6948333|14.49|0.48|ml|22|108|0.04912|0.1|ci|ci40291176|2022-06-26T18:39:10.473Z|earthquake|0.16|0.35|0.198|5|reviewed|ci|ci
2022-06-25T11:17:29.040Z|35.6428333|-117.4548333|6.63|2.06|ml|35|73|0.05653|0.13|ci|ci40291168|2022-06-26T18:25:38.880Z|earthquake|0.16|0.4|0.251|38|reviewed|ci|ci
2022-06-25T11:11:39.133Z|64.8773|-149.403|0.1|1|ml||||1.59|ak|ak0228397a4e|2022-06-25T11:14:31.786Z|earthquake||0.4|||automatic|ak|ak
2022-06-25T11:11:24.365Z|63.261|-149.2175|27.8|1.4|ml||||0.93|ak|ak02283979bo|2022-06-25T11:13:15.600Z|earthquake||0.2|||automatic|ak|ak
2022-06-25T11:09:27.038Z|59.0552|-153.0347|71|1.6|ml||||0.3|ak|ak0228396u3j|2022-06-25T11:11:31.355Z|earthquake||1.2|||automatic|ak|ak
2022-06-25T11:08:03.870Z|19.1618328094482|-155.480163574219|32.8199996948242|1.85000002|md|40|112||0.129999995|hv|hv73055057|2022-06-25T11:11:19.230Z|earthquake|0.52|0.74000001|0.920000017|3|automatic|hv|hv
2022-06-25T11:04:43.600Z|52.1057|-173.2273|94.7|2.5|ml||||1.2|ak|ak0228395xx7|2022-06-25T17:57:57.764Z|earthquake||2|||reviewed|ak|ak
2022-06-25T11:02:12.290Z|19.1866664886475|-155.54150390625|-0.0199999995529652|1.89|ml|43|74||0.310000002|hv|hv73055052|2022-06-25T11:07:44.590Z|earthquake|0.44|0.370000005|4.36|10|automatic|hv|hv
2022-06-25T11:02:05.690Z|17.9711666666667|-66.9813333333333|10.58|1.93|md|4|199||0.06|pr|pr71355888|2022-06-25T11:26:09.060Z|earthquake|0.61|1.15|0.00178011374433451|2|reviewed|pr|pr
2022-06-25T10:57:29.390Z|19.1861667633057|-155.54833984375|12.1899995803833|1.96|ml|37|72||0.340000004|hv|hv73055047|2022-06-25T11:02:59.900Z|earthquake|0.6|0.839999974|4.75|4|automatic|hv|hv
2022-06-25T10:56:00.138Z|61.2197|-147.6076|11.9|1.6|ml||||0.3|ak|ak022838vf2l|2022-06-25T10:57:48.688Z|earthquake||0.7|||automatic|ak|ak
2022-06-25T10:48:36.040Z|45.671|-112.1781667|6.05|-0.04|ml|4|209|0.244|0.19|mb|mb80549924|2022-06-27T15:41:23.640Z|earthquake|1.85|11.65||0|reviewed|mb|mb
2022-06-25T10:42:53.226Z|31.6764|-104.5651|4.54|2.8|ml||71|0.055|0.37|us|us7000hk5n|2022-06-25T10:49:29.040Z|earthquake|1.5|2.6|0.044|67|reviewed|us|us
2022-06-25T10:42:40.630Z|38.8318329|-122.8054962|2.16|0.51|md|17|45|0.009153|0.02|nc|nc73750806|2022-06-25T11:01:12.475Z|earthquake|0.25|0.74|0.35|2|automatic|nc|nc
