time|latitude|longitude|depth|mag|magType|nst|gap|dmin|rms|net|id|updated|type|horizontalError|depthError|magError|magNst|status|locationSource|magSource
2022-06-08T00:24:57.820Z|33.4395|-116.6428333|4.94|0.77|ml|41|37|0.05566|0.16|ci|ci40035847|2022-06-08T15:02:37.160Z|earthquake|0.16|0.43|0.166|17|reviewed|ci|ci
2022-06-08T00:18:32.450Z|60.9221|-150.7902|14.3|1.8|ml||||0.4|ak|ak0227ayk3ws|2022-06-08T00:21:28.599Z|earthquake||0.4|||automatic|ak|ak
2022-06-08T00:17:51.230Z|-21.1962|-68.7385|125.3|4.2|mb||86|0.715|0.69|us|us7000hfra|2022-06-23T02:01:18.040Z|earthquake|5.2|6.3|0.167|10|reviewed|us|us
2022-06-08T00:12:42.560Z|34.018|-117.5778333|11.15|1.14|ml|41|72|0.01897|0.13|ci|ci40035839|2022-06-08T14:55:30.663Z|earthquake|0.2|0.28|0.137|15|reviewed|ci|ci
2022-06-08T00:10:04.990Z|48.5525|-123.095|-0.01|0.36|md|8|116|0.05449|0.21|uw|uw61840467|2022-06-08T18:29:06.800Z|explosion|0.58|31.61|0.25897470804203704|5|reviewed|uw|uw
2022-06-08T00:07:54.450Z|17.9321666666667|-66.858|17.67|2.06|md|5|221||0.13|pr|pr71352818|2022-06-08T00:35:35.880Z|earthquake|0.92|0.7|0.204910283887118|5|reviewed|pr|pr
2022-06-08T00:03:11.680Z|33.3003333|-116.3116667|11.52|0.71|ml|15|141|0.05339|0.15|ci|ci40035831|2022-06-08T00:38:18.407Z|earthquake|0.41|0.34|0.166|12|reviewed|ci|ci
2022-06-08T00:02:29.676Z|40.0387|-119.6109|11.5|0.7|ml|5|187.28|0.161|0.1222|nn|nn00840585|2022-06-09T04:07:46.330Z|earthquake||4.2|0.21|5|reviewed|nn|nn
2022-06-07T23:59:47.815Z|51.0479|-173.3995|25.3|1.9|ml||||0.61|ak|ak02279oyk1f|2022-06-08T00:25:29.474Z|earthquake||14.2|||reviewed|ak|ak
2022-06-07T23:50:04.520Z|33.3261667|-116.3376667|11.1|0.91|ml|39|62|0.02468|0.19|ci|ci40035815|2022-06-08T00:29:12.071Z|earthquake|0.25|0.43|0.106|18|reviewed|ci|ci
2022-06-07T23:43:30.348Z|31.66771818|-104.3846136|7.494091797|2.4|ml|13|86|0.09903159552|0.2|tx|tx2022lcqy|2022-06-20T06:53:15.166Z|earthquake|1.195644197|2.001615094|0.2|13|reviewed|tx|tx
2022-06-07T23:26:32.020Z|35.8776667|-117.6866667|9.31|1.68|ml|28|43|0.09007|0.12|ci|ci40035807|2022-06-08T00:34:14.040Z|earthquake|0.15|0.38|0.187|21|reviewed|ci|ci
2022-06-07T23:22:01.950Z|35.051|-117.6668333|-0.79|1.57|ml|22|80|0.1188|0.14|ci|ci40035799|2022-06-08T00:22:55.689Z|quarry blast|0.35|31.61|0.198|28|reviewed|ci|ci
2022-06-07T23:14:32.264Z|39.3324|-120.1453|10|-0.4|ml|3|197.01|0.093|0.015|nn|nn00840530|2022-06-08T02:38:04.874Z|earthquake||4.9|0.55|2|reviewed|nn|nn
2022-06-07T23:11:38.166Z|31.69416742|-104.5453047|7.185595703|2.3|ml|30|113|0.0645319569|0.4|tx|tx2022lcpx|2022-06-20T07:39:20.200Z|earthquake|1.739474714|1.698681546|0.1|25|reviewed|tx|tx
