time|latitude|longitude|depth|mag|magType|nst|gap|dmin|rms|net|id|updated|type|horizontalError|depthError|magError|magNst|status|locationSource|magSource
2022-06-12T21:53:04.537Z|-17.402|-174.2858|144.44|4|mb||124|7.315|0.43|us|us7000hhwa|2022-06-17T02:48:48.040Z|earthquake|10.9|6|0.172|9|reviewed|us|us
2022-06-12T21:47:51.630Z|17.9871666666667|-66.82|15.87|1.71|md|6|184||0.05|pr|pr71353803|2022-06-12T21:58:52.730Z|earthquake|0.44|0.63|0.129057802242998|5|reviewed|pr|pr
2022-06-12T21:46:24.050Z|44.7816667|-110.815|3.93|0.84|md|5|220|0.02614|0.13|uu|uu60501537|2022-06-13T18:21:49.840Z|earthquake|2.8|2.38|0.269|5|reviewed|uu|uu
2022-06-12T21:41:16.030Z|38.8376656|-122.80867|1.9|0.85|md|7|113|0.01429|0.01|nc|nc73744521|2022-06-12T23:08:10.566Z|earthquake|0.44|1.25||1|automatic|nc|nc
2022-06-12T21:31:43.298Z|-60.2208|-27.948|81.57|4.6|mb||82|7.536|0.47|us|us7000hhwg|2022-06-17T02:36:03.040Z|earthquake|13.8|7.2|0.114|23|reviewed|us|us
2022-06-12T21:27:08.489Z|62.3676|-148.5647|35.2|0.9|ml||||0.68|ak|ak0227hx9h6o|2022-06-12T21:29:20.911Z|earthquake||4.9|||automatic|ak|ak
2022-06-12T21:16:11.911Z|13.0189|-87.3088|10|4.5|mb||148|0.426|0.61|us|us7000hgzk|2022-06-16T22:53:13.040Z|earthquake|3|2|0.542|1|reviewed|us|us
2022-06-12T21:06:37.761Z|-11.6617|116.4258|10|4.2|mb||160|3.882|0.4|us|us7000hhw8|2022-06-16T22:37:17.040Z|earthquake|8.2|2|0.235|5|reviewed|us|us
2022-06-12T21:05:19.965Z|11.2184|-86.8168|35|4.3|mb||122|1.079|0.67|us|us7000hgzj|2022-06-16T21:08:17.040Z|earthquake|5.2|2|0.084|40|reviewed|us|us
2022-06-12T21:03:53.299Z|38.1348|-117.9934|4.5|1.8|ml|15|136.43|0.065|0.1217|nn|nn00840811|2022-06-13T17:01:13.058Z|earthquake||2.7|0.33|5|reviewed|nn|nn
2022-06-12T20:57:54.230Z|38.8349991|-122.8059998|2.03|0.85|md|8|84|0.01202|0.01|nc|nc73744511|2022-06-12T22:42:10.435Z|earthquake|0.42|1.83||1|automatic|nc|nc
2022-06-12T20:57:41.400Z|19.2604999542236|-155.3818359375|34.0699996948242|1.98000002|md|22|227||0.109999999|hv|hv73042277|2022-06-12T21:00:53.200Z|earthquake|0.91|1.17999995|2.05999994|4|automatic|hv|hv
2022-06-12T20:47:28.740Z|19.2415008544922|-155.387161254883|32.8600006103516|2.15|ml|40|145||0.129999995|hv|hv73042272|2022-06-12T20:52:58.560Z|earthquake|0.52|0.810000002|4.08|5|automatic|hv|hv
2022-06-12T20:46:20.280Z|36.0883333|-117.6896667|-0.23|2.06|ml|21|72|0.1369|0.16|ci|ci40038959|2022-06-13T19:57:30.697Z|earthquake|0.19|0.43|0.139|26|reviewed|ci|ci
